unique_id,current_points,championship_position,current_position,predicted_points,predicted_position
constructor_mercedes,43.0,1,1,43.0,1
constructor_ferrari,27.0,2,2,27.0,2
constructor_mclaren,10.0,3,3,10.0,3
constructor_red_bull_racing,8.0,4,4,8.0,4
constructor_haas,6.0,5,5,6.0,5
constructor_racing_bulls,4.0,6,6,4.0,6
constructor_audi,2.0,7,7,2.0,7
constructor_alpine,1.0,8,8,1.0,8
constructor_aston_martin,0.0,0,9,0.0,9
constructor_williams,0.0,9,10,0.0,10
